;word;part_of_speech;Positivity;Negativity;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust;wn_synset_id
338;amar;Adjective;0;1;1;0;0;0;0;1;0;0;ENG30-01364993-a
339;amărăciune;Noun;0;1;1;0;0;0;0;1;0;0;ENG30-07533257-n
340;mâhnire;Noun;0;1;1;0;0;0;0;1;0;0;ENG30-07533257-n
341;tristețe;Noun;0;1;1;0;0;0;0;1;0;0;ENG30-07533257-n
342;ambasador;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09787534-n
343;ambiguu;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00102201-a
344;echivoc;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00102201-a
345;neclar;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00102201-a
346;ambiție;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04836268-n
347;ambulanță;Noun;0;0;0;0;0;1;0;0;0;1;ENG30-02701002-n
348;salvare;Noun;0;0;0;0;0;1;0;0;0;1;ENG30-02701002-n
349;ambuscadă;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-01246926-n
350;cursă;Noun;0;1;1;0;0;1;0;0;1;0;ENG30-01246926-n
351;îmbunătăți;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00205885-v
352;ameliora;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00205885-v
353;amenința;Verb;0;1;1;1;0;1;0;0;0;0;ENG30-00871405-v
354;amenințare;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-06733476-n
355;amenitate;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04906026-n
356;amețeală;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-14372513-n
357;vertij;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-14372513-n
358;groggy;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
359;derutat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
360;zăpăcit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
361;buimac;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
362;buimăcit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
363;năuc;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875962-a
364;amețit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02544048-a
365;amiral;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09771204-n
366;amnezie;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-05672391-n
367;amnistie;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-01249315-n
368;amoniac;Noun;0;0;0;0;1;0;0;0;0;0;ENG30-14743582-n
369;letargie;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04635953-n
370;amorțeală;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04635953-n
371;langoare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04635953-n
372;letargic;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875712-a
373;amorțit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00875712-a
374;amortizare;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-01121070-n
375;amortisment;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-01121070-n
377;apărătoare;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-04281375-n
378;amuza;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492362-v
379;distra;Verb;1;0;0;0;0;0;1;0;0;0;ENG30-02492362-v
380;amuzament;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-00426928-n
381;distracție;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-00426928-n
382;divertisment;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-00426928-n
383;amuzant;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-01344485-a
384;anaconda;Noun;0;1;0;0;1;1;0;0;0;0;ENG30-01743086-n
385;analfabet;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01421887-a
386;anarhie;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-13973059-n
387;anarhism;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-06213890-n
388;anarhist;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-09791816-n
389;anatemă;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07233863-n
390;excomunicare;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07233863-n
391;afurisenie;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07233863-n
392;ancestral;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01314197-a
393;ereditar;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01314197-a
394;strămoșesc;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01314197-a
395;ancora;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-01304944-v
396;fixa;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-01304944-v
397;angaja;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02409412-v
398;încadra;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02409412-v
399;credincios;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00959244-a
400;devotat;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00959244-a
401;statornic;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00959244-a
402;logodit;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-00158110-a
403;angajat;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-00158110-a
404;angelic;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-02870663-a
405;îngeresc;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-02870663-a
406;anihila;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-00355177-v
407;anihilare;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00218208-n
408;distrugere;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00218208-n
409;anihilat;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-00734798-a
410;exterminat;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-00734798-a
411;nimicit;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-00734798-a
412;anima;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00560122-v
413;însufleți;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00560122-v
415;animalic;Adjective;0;0;1;0;0;1;0;0;0;0;ENG30-01263445-a
416;bestial;Adjective;0;0;1;0;0;1;0;0;0;0;ENG30-01263445-a
417;animat;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-00118844-a
418;însuflețit;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-00118844-a
419;animozitate;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07548100-n
421;zi;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-15250178-n
422;anomalie;Noun;0;1;0;0;0;1;0;0;1;0;ENG30-00737188-n
423;anormalitate;Noun;0;1;0;0;0;1;0;0;1;0;ENG30-00737188-n
424;anonim;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00120784-a
425;necunoscut;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00120784-a
426;neidentificat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00120784-a
427;ostilitate;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13980288-n
428;pornire;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13980288-n
429;antagonism;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13980288-n
430;antagonist;Noun;0;1;1;0;0;0;0;0;0;0;DEX
431;antibiotic;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-02716866-n
432;anticipare;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-05951323-n
433;anticipație;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-05951323-n
434;așteptare;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-05951323-n
435;se aștepta;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-00719734-v
436;anticipa;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-00719734-v
437;prevedea;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-00719734-v
438;antidot;Noun;1;0;0;1;0;0;0;0;0;1;ENG30-02719588-n
439;contraotravă;Noun;1;0;0;1;0;0;0;0;0;1;ENG30-02719588-n
440;contravenin;Noun;1;0;0;1;0;0;0;0;0;1;ENG30-02719588-n
441;antipatic;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-02376562-a
442;antipatie;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-07502669-n
443;aversiune;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-07502669-n
444;antrax;Noun;0;1;0;0;1;1;0;1;0;0;ENG30-14260182-n
445;antrenor;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09931640-n
446;anula;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-00448440-v
447;infirma;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-00448440-v
448;invalida;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-00448440-v
449;anula;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-02643421-v
450;înăbuși;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-00463234-v
451;reprima;Verb;0;1;0;0;0;1;0;0;0;0;ENG30-00463234-v
452;interzis;Adjective;0;1;1;0;1;1;0;1;0;0;ENG30-01761375-a
453;neîngăduit;Adjective;0;1;1;0;1;1;0;1;0;0;ENG30-01761375-a
454;nepermis;Adjective;0;1;1;0;1;1;0;1;0;0;ENG30-01761375-a
455;oprit;Adjective;0;1;1;0;1;1;0;1;0;0;ENG30-01761375-a
456;proscris;Adjective;0;1;1;0;1;1;0;1;0;0;ENG30-01761375-a
457;înștiințare;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-07212612-n
458;anunț;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-07212612-n
459;anxietate;Noun;0;1;1;1;0;1;0;1;0;0;ENG30-07523905-n
460;agitație;Noun;0;1;1;1;0;1;0;1;0;0;ENG30-07523905-n
461;frământare;Noun;0;1;1;1;0;1;0;1;0;0;ENG30-07523905-n
462;neliniște;Noun;0;1;1;1;0;1;0;1;0;0;ENG30-07523905-n
463;apăra;Verb;1;0;0;0;0;1;0;0;0;0;ENG30-00895304-v
466;apărare;Noun;1;0;1;1;0;1;0;0;0;0;ENG30-00954311-n
467;apărare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00817680-n
468;ocrotire;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00817680-n
469;protecție;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-00817680-n
470;apărător;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01887076-a
471;ocrotitor;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01887076-a
472;protector;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01887076-a
473;arătare;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
474;fantasmă;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
475;fantomă;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
476;vedenie;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
477;nălucire;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
478;nălucă;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-09547111-n
479;apatic;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-00876465-a
480;nepăsător;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-00876465-a
482;apatic;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01342949-a
483;indiferent;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01342949-a
484;neinteresat;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01342949-a
485;apatie;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
486;indiferență;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
487;indolență;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
488;inerție;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
489;nepăsare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
490;placiditate;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-04636610-n
491;aclamare;Noun;1;0;0;0;0;0;1;0;1;1;ENG30-06691684-n
492;aplauze;Noun;1;0;0;0;0;0;1;0;1;1;ENG30-06691684-n
493;însuflețitor;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00440121-r
494;înviorător;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00440121-r
495;aplomb;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04904162-n
496;siguranță;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04904162-n
501;apostol;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09798811-n
502;apostolic;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02879638-a
503;papal;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02879638-a
504;pontifical;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-02879638-a
505;consimți;Verb;1;0;0;0;0;0;1;0;0;1;ENG30-00804139-v
506;aproba;Verb;1;0;0;0;0;0;1;0;0;1;ENG30-00804139-v
507;aprobare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06689667-n
508;consimțământ;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06689667-n
509;încuviințare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06689667-n
510;asentiment;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06689667-n
511;acord;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07175575-n
512;aprobare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07175575-n
513;asentiment;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07175575-n
514;încuviințare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07175575-n
515;accept;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07175575-n
516;intimitate;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07530124-n
517;apropiere;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07530124-n
518;aprovizionare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-01057200-n
519;furnizare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-01057200-n
520;aptitudine;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-05622456-n
521;înșfăca;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-01224001-v
522;înhăța;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-01224001-v
523;arbitraj;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-07150850-n
524;arbitru;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09803429-n
525;arbitru;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10514429-n
526;ardoare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04644719-n
527;râvnă;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04644719-n
528;zel;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04644719-n
530;arest;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13998576-n
531;detenție;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-13998576-n
532;internare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14576053-n
533;spitalizare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-14576053-n
534;ceartă;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-07150138-n
535;se certa;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00773922-v
536;se ciorovăi;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00773922-v
537;se sfădi;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00773922-v
538;se ciondăni;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00773922-v
539;țâfnos;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01136248-a
540;arțăgos;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01136248-a
541;certăreț;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01136248-a
542;steril;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01242750-a
543;sterp;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01242750-a
544;arid;Adjective;0;1;0;0;0;0;0;1;0;0;ENG30-01242750-a
545;arierat;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-14490685-n
546;aristocrat;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01590484-a
547;aristocratic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01590484-a
548;aristocrație;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-08388207-n
549;nobilime;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-08388207-n
550;noblețe;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-08388207-n
551;armă;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-03948459-n
552;pistol;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-03948459-n
553;revolver;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-03948459-n
554;armament;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-02738031-n
555;armistițiu;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-13970912-n
556;armonios;Adjective;1;0;0;0;0;0;1;0;0;0;ENG30-00508036-a
557;armură;Noun;1;0;0;0;0;1;0;0;0;1;ENG30-02739668-n
558;cuirasă;Noun;1;0;0;0;0;1;0;0;0;1;ENG30-02739668-n
559;zale;Noun;1;0;0;0;0;1;0;0;0;1;ENG30-02739668-n
560;aroganță;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04898334-n
561;infatuare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04898334-n
562;îngâmfare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04898334-n
563;înfumurare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04898334-n
564;aromă;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04980463-n
565;mireasmă;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04980463-n
566;parfum;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-04980463-n
567;aromat;Adjective;1;0;0;0;0;0;0;0;0;0;DEX
568;ars;Adjective;0;1;0;0;1;0;0;0;0;0;ENG30-00735336-a
569;arsenal;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-02743207-n
572;artă;Noun;1;0;0;1;0;0;1;1;1;0;ENG30-00933420-n
573;articula;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00978369-v
574;enunța;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-00978369-v
575;exprimare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07073208-n
576;glas;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07073208-n
577;articulare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07073208-n
578;artilerie;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-02746365-n
579;artistic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02393086-a
580;estetic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02393086-a
581;artizan;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-09975425-n
582;as;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-02673291-n
583;birlic;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-02673291-n
584;năvală;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-00974762-n
585;asalt;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-00974762-n
586;asalta;Verb;0;1;1;0;0;1;0;0;1;0;ENG30-01120069-v
587;ataca;Verb;0;1;1;0;0;1;0;0;1;0;ENG30-01120069-v
588;încolți;Verb;0;1;1;0;0;1;0;0;1;0;ENG30-01120069-v
589;adunare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-07975026-n
591;asasin;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-09813696-n
592;omorâtor;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-09813696-n
593;ucigaș;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-09813696-n
594;derbedeu;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
595;golan;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
596;haimana;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
597;vagabond;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
598;boschetar;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
599;aurolac;Noun;0;1;1;0;1;1;0;0;0;0;ENG30-10723300-n
600;asasina;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02483000-v
601;asasinat;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
602;crimă;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
603;moarte;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
604;omor;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
605;omucidere;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
606;ucidere;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-00220522-n
607;ascendent;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02485488-a
608;suitor;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-02485488-a
609;ascensiune;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
610;înălțare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
611;ridicare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
612;suire;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
613;suit;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
614;urcare;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
615;urcat;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
616;suiș;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
617;urcuș;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-07445480-n
618;asculta;Verb;0;0;0;0;0;1;0;0;0;1;ENG30-02600255-v
619;se supune;Verb;0;0;0;0;0;1;0;0;0;1;ENG30-02600255-v
620;urma;Verb;0;0;0;0;0;1;0;0;0;1;ENG30-02600255-v
621;obediență;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01167146-n
622;supunere;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01167146-n
623;ascultare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01167146-n
624;smerenie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01167146-n
625;ascunde;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00313987-v
626;masca;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00313987-v
627;tăinui;Verb;0;1;0;0;0;0;0;1;0;0;ENG30-00313987-v
628;ascunde;Verb;0;0;0;0;0;1;0;0;0;0;ENG30-02144835-v
629;ascuns;Adjective;0;1;0;1;0;1;0;0;1;0;ENG30-02088404-a
630;secret;Adjective;0;1;0;1;0;1;0;0;1;0;ENG30-02088404-a
631;izolat;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01860580-a
632;retras;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01860580-a
633;ascuns;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01860580-a
634;ascunzătoare;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-08584449-n
635;ascunziș;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-08584449-n
636;cotlon;Noun;0;0;0;0;0;1;0;0;0;0;ENG30-08584449-n
637;ascuți;Verb;0;0;1;1;0;0;0;0;0;0;ENG30-01246601-v
638;asigura;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-01019643-v
639;încredința;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-01019643-v
640;asigura;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-00891216-v
641;asigurare;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-07227406-n
642;garanție;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-07227406-n
643;asigurat;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02093888-a
644;sigur;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-02093888-a
645;asimetrie;Noun;0;0;0;0;1;0;0;0;0;0;ENG30-05065717-n
646;disimetrie;Noun;0;0;0;0;1;0;0;0;0;0;ENG30-05065717-n
647;îngrijitor;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09821831-n
648;asistent;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-09821831-n
649;ajutor;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-01207609-n
650;asistență;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-01207609-n
651;sprijin;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-01207609-n
652;asociat;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09816771-n
653;părtaș;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09816771-n
654;asociație;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-07965085-n
655;colectivitate;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-07965085-n
656;tabără;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-07965085-n
657;aliere;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01081456-n
658;asociere;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-01081456-n
659;aspirant;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-09801533-n
660;aspira;Verb;1;0;0;1;0;0;1;0;0;1;ENG30-01824532-v
661;dori;Verb;1;0;0;1;0;0;1;0;0;1;ENG30-01824532-v
662;năzui;Verb;1;0;0;1;0;0;1;0;0;1;ENG30-01824532-v
663;aștepta;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-02637938-v
664;sta;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-02637938-v
665;zăbovi;Verb;0;0;0;1;0;0;0;0;0;0;ENG30-02637938-v
666;aștepta;Verb;1;0;0;1;0;0;0;0;1;1;ENG30-00720497-v
667;nădăjdui;Verb;1;0;0;1;0;0;0;0;1;1;ENG30-00720497-v
668;spera;Verb;1;0;0;1;0;0;0;0;1;1;ENG30-00720497-v
669;aștepta;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-02637938-v
670;sta;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-02637938-v
671;zăbovi;Verb;0;1;0;1;0;0;0;0;0;0;ENG30-02637938-v
672;așteptare;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-01063939-n
673;așteptat;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-01063939-n
674;așteptare;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-05944958-n
675;previziune;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-05944958-n
676;așteptat;Adjective;0;0;0;1;0;0;0;0;0;0;DEX
677;astringent;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02369027-a
678;pedepsibil;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-01322846-a
679;agresiune;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-00964569-n
680;atac;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-00964569-n
681;ostilitate;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-00964569-n
682;atașament;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07545161-n
683;ateism;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-04828754-n
